Rank,Track,Album Name,Artist,Release Date,Release Year,ISRC,Release Country,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track,Lyrics
324,Always Remember Us This Way,A Star Is Born Soundtrack,Lady Gaga,05.10.2018,2018,USUM71813195,US,901,"50,9",1269760706,137601,32384233,76.0,824308720.0,4676578.0,1213771.0,33512447.0,573562180.0,1951219741.0,88.0,66461.0,4.0,55.0,606748.0,27.0,322220265.0,10468.0,612635.0,9755956.0,0,hoo poets try eyes tryna soul arizona write yeah lovers wanna baby i'll way choked fades hmmmm goodbye couldn't damn hurts whole world every find words babe really always memory hooooooooo know goes buried night like california light die oh gold sky time remember look play us catch sun can't burnin' band go rhyme fire that's part say found oooh never it's
326,What Makes You Beautiful,Up All Night,One Direction,01.01.2011,2011,GBHMU1100018,GB,1494,"37,9",1265397717,175809,81950675,80.0,1864674236.0,16322948.0,102425.0,69075817.0,437246025.0,569428484.0,132.0,130026.0,244.0,65.0,674257.0,51.0,371873876.0,841626.0,,7288548.0,0,gets ain't makes wrong come song understand turn beautiful eyes prove want woah right desperately cover baby door way tell believe smile saw everyone makeup world see put nobody hair got else shy c na bein' know need huh enough like light flip oh walk look away turnin' ground insecure c'mon room overwhelmed can't hard that's looking heads 'body
327,hot girl bummer,hot girl bummer,blackbear,23.08.2019,2019,USUG11902959,US,658,"59,2",1265080733,198773,30644248,70.0,356598545.0,5539172.0,333375.0,80730443.0,579006925.0,297754199.0,120.0,766.0,182.0,29.0,652935.0,13.0,231292863.0,252439.0,38828009.0,9785960.0,1,hot hit step wit' one lips oceans secluded turn birkin swear 10k want girl buy yeah suicide day left annoying music dumb hook bag fuck chick college stupid every anthem table pullin' social emo random man always thick change likes hate box shit different pocket night like who's thursday came two vodka dropout friends drip tantrum diluted bummer broken awkward slogan leg can't line throw trojan someone go that's fit superhuman
328,Goodbyes,Goodbyes (Feat. Young Thug),Post Malone,05.07.2019,2019,USUM71912330,US,761,"55,6",1263989128,156671,25905453,72.0,795828166.0,8115938.0,35383.0,8434416.0,78005488.0,508823655.0,128.0,117516.0,394.0,166.0,396114.0,25.0,230614636.0,107631.0,18209981.0,5216769.0,1,take head pleasure minaj charger lost somethin' cut there's one talk ridin' slice key turn heart feel knife barbie tryna want slidin' let girl vain good yeah spites tv goner bedroom needed drinkin' needs wanna way tell veins proof fingertips goodbyes goodbye watchin' fuck promise actin' fuckin' nicki 'cause kurt back see edge fight pain bus stubborn complain still doll car got diamond saved change flood shut garage get tour save outside e wanted know need shit niggas dice could tonight stained precise drive unbothered shark blue play bye insane go 80 much turns that's life ya side looking say possessive we're never
329,Glimpse of Us,Glimpse of Us,Joji,10.06.2022,2022,USWB12201789,US,242,"99,8",1262308912,234936,83890841,74.0,66246839.0,2067331.0,865354.0,1031153514.0,8988453878.0,4898615770.0,97.0,116337.0,620.0,40.0,2380981.0,45.0,9562991.0,17436.0,12895440.0,4350230.0,0,take mean maybe moved glory one turn start feel laugh fall try eyes move glimpse rain said slippin' day i'll way lived tell story slowly rainbow touch 'cause fine world find sight still arms savors mind get living hopin' sometimes workin' she'd thinkin' ooh passing time lonely perfect look blue us wish shoulders hard ever that's part never
330,greedy,greedy,Tate McRae,14.09.2023,2023,USRC12301932,US,18,"293,7",1258569694,105218,198845580,87.0,141646818.0,1514837.0,2294429.0,419319161.0,5456156211.0,2667285437.0,207.0,667329.0,331.0,188.0,21788568.0,150.0,44850379.0,1227.0,,6973652.0,1,ta act sure love age loo serious want keep effect yeah sweet said baby i'll tell believe runnin' would next name comin' well hell see half put i've talkin' real escape still got past greedy get know hate shit crazy check night figure like lookin' tried drive woo please met eyein' lemme room can't uh around someone end much mouth curious say obvious never
331,Whatever It Takes,Whatever It Takes,Imagine Dragons,09.05.2017,2017,USUM71703515,US,944,"49,5",1257258072,156442,33271283,76.0,1192880501.0,7815307.0,2027.0,27054065.0,340416328.0,158079968.0,86.0,148594.0,260.0,37.0,367136.0,9.0,359252086.0,209287.0,,12160416.0,0,working take deceased product lost catastrophe ready happily there's waiting circling visual one love miserable typical whatever symbol we've fall hypocritical feels soul parenthetical yeah adrenaline whip chains falling needs wanna invisible least slip thee prodigal i'll veins years feeling apostrophe hypothetical son 'cause fear times fast grave system epoxy world see something half top leave proud hoping hanging letter pull man always ripcord remind rip word 'em break box diseased racehorse enough could praying like takes everybody masterpiece yet die body dangerous upon prepare egotistical born vulturous tripping lip hard go end build part looking nepotist never run martyrdom negative vision
332,I'm the One,EPIC AF,DJ Khaled,01.01.2017,2017,USSM11703300,US,2704,"27,1",1257029279,122763,29582588,67.0,77475141.0,982093.0,475433.0,16501624.0,134170742.0,1488303.0,143.0,42076.0,28.0,72.0,445792.0,44.0,409246415.0,356341.0,6332764.0,,1,bring zombie dream wake brrt hot response raindrops without truth ain't hit mornin' bonnie step one dreams come bottles somebody knew record legend money plug nigga eyes bed essence early modern ice forgive want named new let girl yeah beat bronze wanna criss label spot baby day went dawn door flexin' outta music booty dj look's whitney commas watchin' cake quavo mm imitators inside promise cross fuckin' high block's frame 'cause well fly boy famous makeup back fame see bad gucci put cable bobby table bitch real felt finessin' blow netflix bus pull another chanel belt let's hair gotta exes got crescent face winnin' get eh hold straight know mula coochie club okay lie god clyde hopscotch mama price skrrt worry like everybody roll tunechi yet true bae made lookin' oh body gold best time gang remember intimidate met records 'bout spinnin' think turnin' ride tables us ut catch sick molly uh go angles f life that's ya say make though asked never run melt khaled
333,Young And Beautiful,Music From Baz Luhrmann's Film The Great Gatsby,Lana Del Rey,01.01.2013,2013,GBUM71301823,GB,2586,"27,8",1256488099,158078,59355964,80.0,721653474.0,5562953.0,301881.0,104232046.0,881937736.0,1185793007.0,85.0,7063.0,38.0,53.0,345045.0,38.0,437188269.0,353499.0,1084712.0,6185418.0,0,bring hot makes love party age july beautiful air grace aching soul new lord let he's show wanna way done pretty tell brilliant cake lights shine bel nights comes world channeling days father i've diamonds longer city seen man still child heaven got face stage get forever wild young know angels crazy like roll nothin' nothing summer body please ways play sun electric lit dear rock mid
334,Scared To Be Lonely,Dua Lipa (Complete Edition),Martin Garrix,01.01.2015,2015,NLM5S1600025,NL,2815,"26,4",1254883107,131909,46601399,73.0,995579933.0,7131931.0,12177.0,12363862.0,113741661.0,221491507.0,133.0,23357.0,43.0,82.0,710034.0,40.0,125737150.0,32167.0,,6308966.0,0,hands magnifying even apart fights wrong somebody start feel holding feels keep undefined forgot slamming coming tell better scared touch wonder 'cause back losing great closer alright doors real flaws stand track reason eh bodies know need messed tonight like ooh time lonely far us picking much along spiraling we're minds
335,Astronaut In The Ocean,Astronaut In The Ocean (International Remixes),Masked Wolf,01.01.2019,2019,USAT22100017,US,486,70,1251675613,233472,41467312,67.0,1001433936.0,13378087.0,149047.0,21845741.0,338873585.0,559326384.0,245.0,263773.0,1544.0,65.0,1861112.0,35.0,317474727.0,29785.0,,14636399.0,1,call relay astronaut hands burnt even pass spine ain't deep masked deflate elevate lamar wolf purge talk swimmin' turn prank feel everything piece surge goin' want keep yuh let people rain yeah right i'ma give walkin' h peace way drought mode believe ocean paid playing kinda second dumb pool better li stencil numb motion frame pourin' damn fine slow lines back freeze see progression work put kinetic i've pain sign felt seen really man brain let's still mine lounged kill movin' grind fallin' get straight inclined know break mental pray huh shit rhyme's cool could god goes rollin' like ayy true fun time please read waste play energy plank match kendrick uh around electric y'all much g together that's baton picture say never blame flow
336,Under The Influence,Indigo (Extended),Chris Brown,04.10.2019,2019,USRC11902743,US,423,"74,9",1249760413,202465,56664631,79.0,699931779.0,6139127.0,1107358.0,252070540.0,2436202278.0,257447653.0,186.0,456661.0,1057.0,60.0,1734864.0,39.0,101759650.0,81211.0,17909859.0,12188959.0,1,like put k ooh bring robitussin lazy cry baby oh body let's cares got one turnin' percocets ride speaks gopro lightweight place video better 'cane hunnid can't molly name hurricane fuckin' tryna know care shit kido make rain bands tie yeah tattoo back run live chain right beat
337,Praise The Lord,TESTING,A$AP Rocky,25.05.2018,2018,USRC11800930,US,916,"50,5",1244981489,295646,48300175,78.0,847656575.0,6337444.0,106923.0,60624218.0,650317525.0,165012134.0,110.0,24.0,,60.0,282248.0,29.0,29244476.0,21682.0,,6227926.0,1,glowin' take voice hat rains stop create outs flex barrels dior loaded vans even smoking text speak open babes thanks waited pack game's sold snakes heart bone devil stepped ex hoes new lord rain yeah give pants refine velour left way window stock explore believe flexin' listened block either pours number greaze saw rats shine name jumpin' expand heard shades dance return game world every praise chain peeped corner dogs locked diamonds design message protect cats braids escape let's shots loss mine car got weak i'd disease stage 'em get what's shout lame squeeze know break hate allow fresh steady rocket niggas sometimes okay could check mans worry like bars came two roll nothin' conquer plan focus smokin' twenty ran time please numbers climbing x think loose law finesse plans pockets muscle knees line uh hard around y'all go that's chart lock hustle trap make bless rock bands takin' girls never hurtin'
338,Wet Dreamz,2014 Forest Hills Drive,J. Cole,09.12.2014,2014,USQX91402592,US,2724,27,1244864869,24757,43778928,76.0,280151086.0,2326991.0,17325.0,7247082.0,49460597.0,19721123.0,18.0,15604.0,29.0,17.0,219251.0,12.0,311023511.0,128771.0,,2769408.0,1,take practice finna used stop told hands somethin' stuntin' pro racin' truth ain't deep dreamin' layin' wit' one lips nuttin' knew sat heart start bone laugh erection nigga bed tryna since grabbed want let girl yeah passed practiced right full note show pants class said wanna baby day action lil' rubbin' done tell rubbers weekend brown vibe bust watchin' played fuck long son scared puttin' quick smashin' teacher touchin' well prayin' death damn attractions rides world obsessed back see bad top put licks big talkin' saturday real sound woke seen Ã¢ÂÂcause stomach notes pull freakin' wadn't man skin always pornos still hair got wrote condoms stand i'd face homie sits mad sweatin' youngin hips feelin' get ass straight know hopin' mental fat huh shit wet enough cool beside god gentle pocket jokes mama goes thighs like thinkin' ooh crushin' came roll first wait plan flinched smooth virgin palm frontin' oh body notice blushin' innocent time stroke damn please look unbuckled play daydreamin' started naked turnin' diggin' math gone course knowin' gettin' school uh onhow hard y'all go ever pussy that's sex cole make crib never sleepin'
339,Life Is Good,Life Is Good (feat. Drake),Future,10.01.2020,2020,USSM11914962,US,189,"110,2",1237874594,276882,51153940,67.0,2430804498.0,12334565.0,584648.0,77631196.0,964755757.0,430690809.0,187.0,7602.0,47.0,95.0,487631.0,32.0,222732085.0,88462.0,,5329382.0,1,givin' call cat racks flew mean stick nuts even toes ego shirt ain't wine spray trenches ton deep hit ed finger london closet cheapest avoid one size rich manor dropped talk granny turn doin' haywire cocaine pink birkin swear gon' percocet nigga havin' wakin' move tremendo tryna since goin' new red keep dollars ordered gave patek good yeah passed virgil plush right thousand full wrist languages class said slippin' ring baby day i'll osama way lil' lightin' done tell pinky blood block three weekend some' dumb tote standin' bird loop number murk cheapskate carat pj fuckin' audemars high fiji kitty fettuccine caught back flips fame days see sent bad put anybody brick glass bitch backwood fact release draco voo man gotta got i'd serena shoot nonsense face turnt twice rosewood 'em penthouse lick stretch get truck taliban extended hearse taxes know front pluto sticky usual huh shit niggas okay cool neck bando lie different workin' god domain fbg like servin' cost bentley roll ayy alien dust many fun die made clout splurgin' candlelight woo quarter please maniac house play texts chandelier promethazine ride spain poor news us catch numbered hunnid uh convicts someone go end much mouth pussy that's life bottoms trap watch make though worth crib say never forbid pills
